frame,timestamp_s,timestamp_unix,stable_id,raw_player_id,X,Y,vx,vy,cam,source_cams,source_ids,merged_count,track_age,track_hits,track_misses,confidence,status,on_terrain
8,0.267,1782384263,T005,4,147.29,148.66,0.22,0.75,gauche,,,1,15,8,0,0.621,matched,1
9,0.300,1782384263,T005,4,147.29,148.66,0.18,-0.1,gauche,,,1,16,9,0,0.758,matched,1
10,0.333,1782384263,T005,4,147.29,148.66,0.12,-0.38,gauche,,,1,17,10,0,0.766,matched,1
11,0.367,1782384263,T005,4,147.29,148.66,0.07,-0.58,gauche,,,1,18,11,0,0.767,matched,1
12,0.400,1782384263,T005,4,147.48,147.88,0.04,-0.69,gauche,,,1,19,12,0,0.767,matched,1
13,0.433,1782384263,T005,4,147.62,147.16,0.02,-0.58,gauche,,,1,20,13,0,0.769,matched,1
14,0.467,1782384263,T005,4,147.62,147.16,0.0,-0.4,gauche,,,1,21,14,0,0.768,matched,1
15,0.500,1782384263,T005,4,147.62,147.16,-0.0,-0.24,gauche,,,1,22,15,0,0.768,matched,1
15,0.500,1782384263,T006,5,20.7,367.11,-0.94,8.61,droite,,,1,20,11,0,0.64,matched,1
16,0.533,1782384263,T005,4,147.62,147.16,-0.0,-0.13,gauche,,,1,23,16,0,0.769,matched,1
16,0.533,1782384263,T006,5,20.01,373.07,-0.78,6.19,droite,,,1,21,12,0,0.747,matched,1
17,0.567,1782384263,T005,4,147.62,147.16,-0.17,-0.05,gauche,,,1,24,17,0,0.767,matched,1
17,0.567,1782384263,T006,5,19.43,377.96,-0.54,4.19,droite,,,1,22,13,0,0.75,matched,1
18,0.600,1782384263,T005,4,147.62,147.16,-0.2,-0.18,gauche,,,1,25,18,0,0.768,matched,1
18,0.600,1782384263,T006,5,18.85,381.91,-0.49,2.81,droite,,,1,23,14,0,0.756,matched,1
19,0.633,1782384263,T005,4,147.46,146.42,-0.16,-0.19,gauche,,,1,26,19,0,0.77,matched,1
19,0.633,1782384263,T006,5,18.36,384.87,-0.36,1.64,droite,,,1,24,15,0,0.757,matched,1
20,0.667,1782384263,T005,4,147.46,146.42,-0.11,-0.15,gauche,,,1,27,20,0,0.769,matched,1
20,0.667,1782384263,T006,5,17.98,386.98,-0.23,0.81,droite,,,1,25,16,0,0.76,matched,1
21,0.700,1782384263,T005,4,147.19,145.68,-0.24,-0.27,gauche,,,1,28,21,0,0.767,matched,1
21,0.700,1782384263,T006,5,17.69,388.44,-0.13,0.31,droite,,,1,26,17,0,0.764,matched,1
22,0.733,1782384263,T005,4,146.92,144.91,-0.23,-0.43,gauche,,,1,29,22,0,0.767,matched,1
22,0.733,1782384263,T006,5,17.49,389.57,-0.06,0.22,droite,,,1,27,18,0,0.769,matched,1
23,0.767,1782384263,T005,4,146.54,144.21,-0.35,-0.39,gauche,,,1,30,23,0,0.768,matched,1
23,0.767,1782384263,T006,5,17.35,390.43,-0.02,0.13,droite,,,1,28,19,0,0.769,matched,1
24,0.800,1782384263,T005,4,146.17,143.51,-0.31,-0.46,gauche,,,1,31,24,0,0.768,matched,1
24,0.800,1782384263,T006,5,17.35,390.43,0.0,-0.1,droite,,,1,29,20,0,0.767,matched,1
25,0.833,1782384263,T005,4,146.17,143.51,-0.23,-0.38,gauche,,,1,32,25,0,0.769,matched,1
25,0.833,1782384263,T006,5,17.35,390.43,0.01,0.0,droite,,,1,30,21,0,0.769,matched,1
26,0.867,1782384263,T005,4,145.58,142.86,-0.48,-0.26,gauche,,,1,33,26,0,0.766,matched,1
26,0.867,1782384263,T006,5,17.35,390.43,0.18,0.04,droite,,,1,31,22,0,0.767,matched,1
27,0.900,1782384263,T003,2,259.84,196.17,0.02,-1.0,gauche,,,1,34,27,0,0.644,matched,1
27,0.900,1782384263,T005,4,144.84,142.36,-0.64,-0.16,gauche,,,1,34,27,0,0.767,matched,1
27,0.900,1782384263,T006,5,17.35,390.43,0.2,0.05,droite,,,1,32,23,0,0.769,matched,1
28,0.933,1782384263,T003,2,259.71,194.62,-0.1,-1.58,gauche,,,1,35,28,0,0.76,matched,1
28,0.933,1782384263,T005,4,144.01,142.0,-0.73,-0.08,gauche,,,1,35,28,0,0.768,matched,1
28,0.933,1782384263,T006,5,17.35,390.43,0.34,0.04,droite,,,1,33,24,0,0.768,matched,1
29,0.967,1782384263,T003,2,259.7,192.77,0.05,-1.79,gauche,,,1,36,29,0,0.764,matched,1
29,0.967,1782384263,T005,4,143.12,141.74,-0.77,-0.03,gauche,,,1,36,29,0,0.768,matched,1
29,0.967,1782384263,T006,5,17.74,391.05,0.31,0.03,droite,,,1,34,25,0,0.77,matched,1
30,1.000,1782384264,T003,2,259.6,190.92,-0.08,-1.63,gauche,,,1,37,30,0,0.768,matched,1
30,1.000,1782384264,T005,4,142.32,141.55,-0.61,-0.01,gauche,,,1,37,30,0,0.769,matched,1
30,1.000,1782384264,T006,5,17.74,391.05,0.23,0.02,droite,,,1,35,26,0,0.769,matched,1
31,1.033,1782384264,T003,2,259.48,189.34,-0.11,-1.2,gauche,,,1,38,31,0,0.766,matched,1
31,1.033,1782384264,T005,4,142.32,141.55,-0.41,0.0,gauche,,,1,38,31,0,0.768,matched,1
31,1.033,1782384264,T006,5,17.74,391.05,0.15,0.01,droite,,,1,36,27,0,0.769,matched,1
32,1.067,1782384264,T003,2,259.23,187.97,-0.26,-0.93,gauche,,,1,39,32,0,0.767,matched,1
32,1.067,1782384264,T005,4,142.32,141.55,-0.24,0.01,gauche,,,1,39,32,0,0.768,matched,1
32,1.067,1782384264,T006,5,17.74,391.05,0.08,0.0,droite,,,1,37,28,0,0.769,matched,1
33,1.100,1782384264,T003,2,258.81,186.47,-0.44,-1.13,gauche,,,1,40,33,0,0.765,matched,1
33,1.100,1782384264,T005,4,141.57,141.41,-0.29,0.01,gauche,,,1,40,33,0,0.769,matched,1
33,1.100,1782384264,T006,5,17.74,391.05,0.04,0.17,droite,,,1,38,29,0,0.767,matched,1
34,1.133,1782384264,T003,2,258.38,184.84,-0.4,-1.29,gauche,,,1,41,34,0,0.766,matched,1
34,1.133,1782384264,T005,4,141.57,141.41,-0.24,0.01,gauche,,,1,41,34,0,0.77,matched,1
34,1.133,1782384264,T006,5,18.06,391.87,0.01,0.37,droite,,,1,39,30,0,0.767,matched,1
35,1.167,1782384264,T003,2,258.01,183.1,-0.3,-1.39,gauche,,,1,42,35,0,0.766,matched,1
35,1.167,1782384264,T005,4,141.57,141.41,-0.17,0.0,gauche,,,1,42,35,0,0.769,matched,1
35,1.167,1782384264,T006,5,18.15,392.74,-0.17,0.53,droite,,,1,40,31,0,0.766,matched,1
36,1.200,1782384264,T003,2,257.72,181.01,-0.19,-1.8,gauche,,,1,43,36,0,0.762,matched,1
36,1.200,1782384264,T005,4,140.78,141.32,-0.27,0.0,gauche,,,1,43,36,0,0.768,matched,1
36,1.200,1782384264,T006,5,18.15,393.67,-0.2,0.64,droite,,,1,41,32,0,0.767,matched,1
37,1.233,1782384264,T003,2,257.51,179.04,-0.11,-1.55,gauche,,,1,44,37,0,0.769,matched,1
37,1.233,1782384264,T005,4,140.78,141.32,-0.25,0.0,gauche,,,1,44,37,0,0.77,matched,1
37,1.233,1782384264,T006,5,18.1,394.49,-0.17,0.54,droite,,,1,42,33,0,0.769,matched,1
38,1.267,1782384264,T003,2,257.08,177.14,-0.39,-1.44,gauche,,,1,45,38,0,0.766,matched,1
38,1.267,1782384264,T005,4,139.95,140.97,-0.36,-0.34,gauche,,,1,45,38,0,0.765,matched,1
38,1.267,1782384264,T006,5,17.92,395.43,-0.29,0.72,droite,,,1,43,34,0,0.766,matched,1
39,1.300,1782384264,T003,2,256.35,175.39,-0.75,-1.24,gauche,,,1,46,39,0,0.764,matched,1
39,1.300,1782384264,T005,4,139.24,140.55,-0.31,-0.39,gauche,,,1,46,39,0,0.769,matched,1
39,1.300,1782384264,T006,5,17.71,396.44,-0.27,0.79,droite,,,1,44,35,0,0.768,matched,1
40,1.333,1782384264,T003,2,255.43,173.82,-0.89,-1.05,gauche,,,1,47,40,0,0.767,matched,1
40,1.333,1782384264,T005,4,138.53,140.02,-0.4,-0.5,gauche,,,1,47,40,0,0.767,matched,1
40,1.333,1782384264,T006,5,17.37,397.75,-0.37,1.15,droite,,,1,45,36,0,0.763,matched,1
41,1.367,1782384264,T003,2,254.44,172.4,-0.91,-0.91,gauche,,,1,48,41,0,0.768,matched,1
41,1.367,1782384264,T005,4,137.78,139.52,-0.51,-0.42,gauche,,,1,48,41,0,0.768,matched,1
41,1.367,1782384264,T006,5,17.04,399.29,-0.32,1.37,droite,,,1,46,37,0,0.765,matched,1
42,1.400,1782384264,T003,2,253.41,170.97,-0.88,-0.99,gauche,,,1,49,42,0,0.767,matched,1
42,1.400,1782384264,T005,4,136.96,138.83,-0.61,-0.64,gauche,,,1,49,42,0,0.766,matched,1
42,1.400,1782384264,T006,5,16.89,400.99,-0.06,1.48,droite,,,1,47,38,0,0.765,matched,1
43,1.433,1782384264,T003,2,252.52,169.72,-0.67,-0.79,gauche,,,1,50,43,0,0.768,matched,1
43,1.433,1782384264,T005,4,136.23,138.15,-0.51,-0.58,gauche,,,1,50,43,0,0.769,matched,1
43,1.433,1782384264,T006,5,16.85,402.38,0.05,1.02,droite,,,1,48,39,0,0.765,matched,1
44,1.467,1782384264,T003,2,251.81,168.44,-0.44,-0.88,gauche,,,1,51,44,0,0.767,matched,1
44,1.467,1782384264,T005,4,135.63,137.58,-0.35,-0.42,gauche,,,1,51,44,0,0.768,matched,1
44,1.467,1782384264,T006,5,17.0,403.57,0.25,0.78,droite,,,1,49,40,0,0.766,matched,1
45,1.500,1782384264,T003,2,251.29,166.92,-0.25,-1.22,gauche,,,1,52,45,0,0.763,matched,1
45,1.500,1782384264,T005,4,135.18,136.99,-0.21,-0.44,gauche,,,1,52,45,0,0.768,matched,1
45,1.500,1782384264,T006,5,17.35,404.51,0.44,0.51,droite,,,1,50,41,0,0.766,matched,1
46,1.533,1782384264,T003,2,250.64,165.21,-0.46,-1.42,gauche,,,1,53,46,0,0.764,matched,1
46,1.533,1782384264,T005,4,135.18,136.99,-0.28,-0.34,gauche,,,1,53,46,0,0.768,matched,1
46,1.533,1782384264,T006,5,17.74,405.35,0.42,0.46,droite,,,1,51,42,0,0.77,matched,1
47,1.567,1782384264,T003,2,250.02,163.38,-0.44,-1.51,gauche,,,1,54,47,0,0.767,matched,1
47,1.567,1782384264,T005,4,134.65,136.33,-0.24,-0.4,gauche,,,1,54,47,0,0.769,matched,1
47,1.567,1782384264,T006,5,18.22,406.03,0.48,0.34,droite,,,1,52,43,0,0.768,matched,1
48,1.600,1782384264,T003,2,249.5,161.34,-0.33,-1.71,gauche,,,1,55,48,0,0.765,matched,1
48,1.600,1782384264,T005,4,134.65,136.33,-0.17,-0.33,gauche,,,1,55,48,0,0.769,matched,1
48,1.600,1782384264,T006,5,18.8,406.56,0.57,0.21,droite,,,1,53,44,0,0.768,matched,1
49,1.633,1782384264,T003,2,249.09,159.5,-0.21,-1.4,gauche,,,1,56,49,0,0.768,matched,1
49,1.633,1782384264,T005,4,134.22,135.73,-0.11,-0.23,gauche,,,1,56,49,0,0.769,matched,1
49,1.633,1782384264,T006,5,18.8,406.56,0.47,0.12,droite,,,1,54,45,0,0.769,matched,1
50,1.667,1782384264,T003,2,248.65,157.86,-0.29,-1.13,gauche,,,1,57,50,0,0.768,matched,1
50,1.667,1782384264,T005,4,134.22,135.73,-0.06,-0.14,gauche,,,1,57,50,0,0.769,matched,1
50,1.667,1782384264,T006,5,18.8,406.56,0.33,0.05,droite,,,1,55,46,0,0.768,matched,1
51,1.700,1782384264,T003,2,248.11,156.41,-0.42,-0.94,gauche,,,1,58,51,0,0.767,matched,1
51,1.700,1782384264,T005,4,133.78,135.15,-0.2,-0.24,gauche,,,1,58,51,0,0.767,matched,1
51,1.700,1782384264,T006,5,19.53,406.92,0.37,0.02,droite,,,1,56,47,0,0.769,matched,1
52,1.733,1782384264,T003,2,247.46,154.68,-0.55,-1.33,gauche,,,1,59,52,0,0.762,matched,1
52,1.733,1782384264,T005,4,133.78,135.15,-0.2,-0.23,gauche,,,1,59,52,0,0.77,matched,1
52,1.733,1782384264,T006,5,20.14,407.33,0.3,0.17,droite,,,1,57,48,0,0.768,matched,1
53,1.767,1782384264,T003,2,246.72,152.93,-0.64,-1.35,gauche,,,1,60,53,0,0.767,matched,1
53,1.767,1782384264,T005,9,137.18,131.45,4.6,-4.08,gauche,,,1,60,53,0,0.679,matched,1
53,1.767,1782384264,T006,5,20.14,407.33,0.21,0.19,droite,,,1,58,49,0,0.769,matched,1
54,1.800,1782384264,T003,2,245.9,151.41,-0.7,-1.05,gauche,,,1,61,54,0,0.767,matched,1
54,1.800,1782384264,T005,9,141.75,127.03,5.24,-4.47,gauche,,,1,61,54,0,0.75,matched,1
54,1.800,1782384264,T006,5,20.76,407.74,0.29,0.15,droite,,,1,59,50,0,0.768,matched,1
55,1.833,1782384264,T003,2,245.17,150.2,-0.57,-0.7,gauche,,,1,62,55,0,0.766,matched,1
55,1.833,1782384264,T005,9,146.15,122.93,4.29,-3.6,gauche,,,1,62,55,0,0.761,matched,1
55,1.833,1782384264,T006,5,20.76,407.74,0.09,0.11,droite,,,1,60,51,0,0.767,matched,1
56,1.867,1782384264,T003,2,244.3,149.29,-0.73,-0.4,gauche,,,1,63,56,0,0.765,matched,1
56,1.867,1782384264,T005,9,149.64,119.59,2.78,-2.45,gauche,,,1,63,56,0,0.75,matched,1
56,1.867,1782384264,T006,5,20.76,407.74,-0.01,0.23,droite,,,1,61,52,0,0.768,matched,1
57,1.900,1782384264,T003,2,243.49,148.64,-0.62,-0.2,gauche,,,1,64,57,0,0.768,matched,1
57,1.900,1782384264,T005,7,150.02,112.4,-1.15,-7.23,gauche,,,1,64,57,0,0.679,matched,1
57,1.900,1782384264,T006,5,21.08,408.54,-0.04,0.57,droite,,,1,62,53,0,0.765,matched,1
58,1.933,1782384264,T003,2,242.68,148.05,-0.61,-0.24,gauche,,,1,65,58,0,0.769,matched,1
58,1.933,1782384264,T005,7,148.92,104.46,-2.41,-7.43,gauche,,,1,65,58,0,0.746,matched,1
58,1.933,1782384264,T006,5,21.31,409.61,-0.05,0.91,droite,,,1,63,54,0,0.764,matched,1
59,1.967,1782384264,T003,2,241.85,147.0,-0.64,-0.89,gauche,,,1,66,59,0,0.76,matched,1
59,1.967,1782384264,T005,7,147.37,97.35,-2.34,-5.82,gauche,,,1,66,59,0,0.757,matched,1
59,1.967,1782384264,T006,5,21.33,410.93,-0.21,1.17,droite,,,1,64,55,0,0.764,matched,1
60,2.000,1782384265,T003,2,240.99,145.47,-0.67,-1.44,gauche,,,1,67,60,0,0.76,matched,1
60,2.000,1782384265,T005,7,145.89,91.64,-1.79,-3.88,gauche,,,1,67,60,0,0.749,matched,1
60,2.000,1782384265,T006,5,21.27,412.45,-0.22,1.35,droite,,,1,65,56,0,0.766,matched,1
60,2.000,1782384265,T007,2,116.78,544.29,5.24,-6.6,droite,,,1,65,26,0,0.45,reattached,1
61,2.033,1782384265,T003,2,240.23,143.94,-0.53,-1.33,gauche,,,1,68,61,0,0.769,matched,1
61,2.033,1782384265,T005,7,144.69,87.38,-1.17,-2.25,gauche,,,1,68,61,0,0.751,matched,1
61,2.033,1782384265,T006,5,21.19,413.85,-0.18,1.11,droite,,,1,66,57,0,0.768,matched,1
61,2.033,1782384265,T007,2,117.23,543.71,3.49,-4.4,droite,,,1,66,27,0,0.75,matched,1
62,2.067,1782384265,T003,2,239.48,142.49,-0.53,-1.15,gauche,,,1,69,62,0,0.769,matched,1
62,2.067,1782384265,T005,7,143.81,84.33,-0.66,-1.11,gauche,,,1,69,62,0,0.755,matched,1
62,2.067,1782384265,T006,5,21.12,415.26,-0.12,1.11,droite,,,1,67,58,0,0.768,matched,1
62,2.067,1782384265,T007,2,117.23,543.71,2.01,-1.92,droite,,,1,67,28,0,0.749,matched,1
63,2.100,1782384265,T003,2,238.71,141.28,-0.58,-0.82,gauche,,,1,70,63,0,0.767,matched,1
63,2.100,1782384265,T005,7,143.2,82.22,-0.32,-0.42,gauche,,,1,70,63,0,0.761,matched,1
63,2.100,1782384265,T006,5,20.93,416.48,-0.24,0.85,droite,,,1,68,59,0,0.767,matched,1
63,2.100,1782384265,T007,2,117.23,543.71,1.25,-0.69,droite,,,1,68,29,0,0.757,matched,1
64,2.133,1782384265,T003,2,237.89,140.22,-0.63,-0.68,gauche,,,1,71,64,0,0.768,matched,1
64,2.133,1782384265,T005,7,142.81,80.91,-0.11,0.11,gauche,,,1,71,64,0,0.762,matched,1
64,2.133,1782384265,T006,5,20.86,417.45,-0.06,0.56,droite,,,1,69,60,0,0.766,matched,1
64,2.133,1782384265,T007,2,118.0,543.97,0.9,0.04,droite,,,1,69,30,0,0.761,matched,1
65,2.167,1782384265,T003,2,237.16,139.22,-0.51,-0.64,gauche,,,1,72,65,0,0.769,matched,1
65,2.167,1782384265,T005,7,142.56,80.1,-0.01,0.29,gauche,,,1,72,65,0,0.767,matched,1
65,2.167,1782384265,T006,5,20.84,418.17,0.02,0.32,droite,,,1,70,61,0,0.767,matched,1
65,2.167,1782384265,T007,2,118.75,544.34,0.75,0.25,droite,,,1,70,31,0,0.767,matched,1
66,2.200,1782384265,T003,2,236.3,138.25,-0.69,-0.65,gauche,,,1,73,66,0,0.766,matched,1
66,2.200,1782384265,T005,7,142.56,80.1,0.03,0.29,gauche,,,1,73,66,0,0.769,matched,1
66,2.200,1782384265,T006,5,20.84,418.17,0.05,0.16,droite,,,1,71,62,0,0.768,matched,1
66,2.200,1782384265,T007,2,119.52,544.85,0.7,0.44,droite,,,1,71,32,0,0.767,matched,1
67,2.233,1782384265,T003,2,235.63,137.42,-0.43,-0.51,gauche,,,1,74,67,0,0.767,matched,1
67,2.233,1782384265,T005,7,142.56,80.1,0.04,0.23,gauche,,,1,74,67,0,0.769,matched,1
67,2.233,1782384265,T006,5,20.84,418.17,0.05,0.06,droite,,,1,72,63,0,0.769,matched,1
67,2.233,1782384265,T007,2,120.18,545.36,0.52,0.41,droite,,,1,72,33,0,0.768,matched,1
68,2.267,1782384265,T003,2,234.87,136.63,-0.57,-0.5,gauche,,,1,75,68,0,0.767,matched,1
68,2.267,1782384265,T005,7,142.56,80.1,0.04,0.15,gauche,,,1,75,68,0,0.769,matched,1
68,2.267,1782384265,T006,5,20.84,418.17,0.21,0.01,droite,,,1,73,64,0,0.767,matched,1
68,2.267,1782384265,T007,2,120.83,545.79,0.5,0.3,droite,,,1,73,34,0,0.769,matched,1
69,2.300,1782384265,T003,2,234.04,135.28,-0.67,-1.24,gauche,,,1,76,69,0,0.758,matched,1
69,2.300,1782384265,T005,7,142.56,80.1,0.03,0.09,gauche,,,1,76,69,0,0.769,matched,1
69,2.300,1782384265,T006,5,20.84,418.17,0.39,-0.02,droite,,,1,74,65,0,0.767,matched,1
69,2.300,1782384265,T007,2,120.83,545.79,0.38,0.19,droite,,,1,74,35,0,0.768,matched,1
70,2.333,1782384265,T003,2,233.14,133.71,-0.72,-1.41,gauche,,,1,77,70,0,0.765,matched,1
70,2.333,1782384265,T005,7,142.56,80.1,0.02,-0.13,gauche,,,1,77,70,0,0.767,matched,1
70,2.333,1782384265,T006,5,20.84,418.17,0.37,-0.02,droite,,,1,75,66,0,0.77,matched,1
70,2.333,1782384265,T007,2,120.83,545.79,0.25,0.11,droite,,,1,75,36,0,0.768,matched,1
71,2.367,1782384265,T003,2,232.07,132.27,-0.92,-1.16,gauche,,,1,78,71,0,0.766,matched,1
71,2.367,1782384265,T005,7,142.43,79.26,0.01,-0.35,gauche,,,1,78,71,0,0.767,matched,1
71,2.367,1782384265,T006,5,21.53,418.75,0.45,0.15,droite,,,1,76,67,0,0.767,matched,1
71,2.367,1782384265,T007,2,121.54,546.25,0.31,0.22,droite,,,1,76,37,0,0.768,matched,1
72,2.400,1782384265,T003,2,230.79,131.1,-1.13,-0.8,gauche,,,1,79,72,0,0.764,matched,1
72,2.400,1782384265,T005,7,142.43,79.26,0.0,-0.19,gauche,,,1,79,72,0,0.768,matched,1
72,2.400,1782384265,T006,5,22.14,419.26,0.38,0.18,droite,,,1,77,68,0,0.769,matched,1
72,2.400,1782384265,T007,2,122.14,546.66,0.26,0.21,droite,,,1,77,38,0,0.77,matched,1
73,2.433,1782384265,T003,2,229.6,130.21,-0.95,-0.48,gauche,,,1,80,73,0,0.766,matched,1
73,2.433,1782384265,T005,7,142.43,79.26,0.0,-0.08,gauche,,,1,80,73,0,0.769,matched,1
73,2.433,1782384265,T006,5,22.14,419.26,0.27,0.16,droite,,,1,78,69,0,0.769,matched,1
73,2.433,1782384265,T007,2,122.14,546.66,0.19,0.16,droite,,,1,78,39,0,0.769,matched,1
74,2.467,1782384265,T003,2,228.49,129.57,-0.84,-0.24,gauche,,,1,81,74,0,0.767,matched,1
74,2.467,1782384265,T005,7,142.43,79.26,-0.0,-0.02,gauche,,,1,81,74,0,0.769,matched,1
74,2.467,1782384265,T006,5,22.14,419.26,0.16,0.11,droite,,,1,79,70,0,0.769,matched,1
74,2.467,1782384265,T007,2,122.14,546.66,0.28,0.11,droite,,,1,79,40,0,0.768,matched,1
75,2.500,1782384265,T003,2,227.56,129.12,-0.6,-0.1,gauche,,,1,82,75,0,0.767,matched,1
75,2.500,1782384265,T005,7,142.43,79.26,-0.0,0.01,gauche,,,1,82,75,0,0.77,matched,1
75,2.500,1782384265,T006,5,22.62,419.83,0.08,0.24,droite,,,1,80,71,0,0.768,matched,1
75,2.500,1782384265,T007,2,122.96,547.0,0.43,0.06,droite,,,1,80,41,0,0.767,matched,1
76,2.533,1782384265,T003,2,226.84,128.81,-0.38,-0.02,gauche,,,1,83,76,0,0.767,matched,1
76,2.533,1782384265,T005,7,142.43,79.26,-0.0,0.01,gauche,,,1,83,76,0,0.77,matched,1
76,2.533,1782384265,T006,5,22.98,420.48,0.04,0.4,droite,,,1,81,72,0,0.767,matched,1
76,2.533,1782384265,T007,2,123.69,547.26,0.39,0.03,droite,,,1,81,42,0,0.77,matched,1
77,2.567,1782384265,T003,2,226.84,128.81,-0.37,0.01,gauche,,,1,84,77,0,0.769,matched,1
77,2.567,1782384265,T005,7,142.43,79.26,-0.0,0.02,gauche,,,1,84,77,0,0.77,matched,1
77,2.567,1782384265,T006,5,23.24,421.21,0.01,0.54,droite,,,1,82,73,0,0.767,matched,1
77,2.567,1782384265,T007,2,123.69,547.26,0.28,0.01,droite,,,1,82,43,0,0.769,matched,1
78,2.600,1782384265,T003,2,226.0,128.47,-0.46,-0.15,gauche,,,1,85,78,0,0.767,matched,1
78,2.600,1782384265,T005,7,142.43,79.26,-0.0,0.01,gauche,,,1,85,78,0,0.77,matched,1
78,2.600,1782384265,T006,5,23.43,422.17,-0.0,0.82,droite,,,1,83,74,0,0.765,matched,1
78,2.600,1782384265,T007,2,123.69,547.26,0.18,0.0,droite,,,1,83,44,0,0.769,matched,1
79,2.633,1782384265,T003,2,225.26,128.14,-0.39,-0.17,gauche,,,1,86,79,0,0.769,matched,1
79,2.633,1782384265,T005,7,142.43,79.26,-0.0,0.01,gauche,,,1,86,79,0,0.77,matched,1
79,2.633,1782384265,T006,5,23.57,423.09,-0.01,0.73,droite,,,1,84,75,0,0.77,matched,1
79,2.633,1782384265,T007,2,123.69,547.26,0.1,-0.0,droite,,,1,84,45,0,0.769,matched,1
80,2.667,1782384265,T003,2,224.53,127.45,-0.44,-0.66,gauche,,,1,87,80,0,0.763,matched,1
80,2.667,1782384265,T005,7,142.43,79.26,-0.0,0.0,gauche,,,1,87,80,0,0.77,matched,1
80,2.667,1782384265,T006,5,23.53,424.13,-0.18,0.88,droite,,,1,85,76,0,0.766,matched,1
80,2.667,1782384265,T007,2,124.55,547.44,0.38,-0.0,droite,,,1,85,46,0,0.766,matched,1
81,2.700,1782384265,T003,2,223.77,126.41,-0.53,-1.03,gauche,,,1,88,81,0,0.763,matched,1
81,2.700,1782384265,T005,7,142.43,79.26,-0.0,0.0,gauche,,,1,88,81,0,0.77,matched,1
81,2.700,1782384265,T006,5,23.29,425.37,-0.37,1.07,droite,,,1,86,77,0,0.765,matched,1
81,2.700,1782384265,T007,2,125.47,547.57,0.58,-0.0,droite,,,1,86,47,0,0.767,matched,1
82,2.733,1782384265,T003,1,218.14,120.01,-6.57,-7.57,gauche,,,1,89,82,0,0.637,matched,1
82,2.733,1782384265,T005,7,142.43,79.26,-0.0,0.0,gauche,,,1,89,82,0,0.77,matched,1
82,2.733,1782384265,T006,5,23.0,426.79,-0.36,1.24,droite,,,1,87,78,0,0.766,matched,1
82,2.733,1782384265,T007,2,126.59,547.67,0.86,-0.0,droite,,,1,87,48,0,0.765,matched,1
83,2.767,1782384265,T003,1,211.09,112.07,-7.4,-8.37,gauche,,,1,90,83,0,0.738,matched,1
83,2.767,1782384265,T005,7,142.43,79.26,0.0,0.17,gauche,,,1,90,83,0,0.768,matched,1
83,2.767,1782384265,T006,5,22.87,428.51,-0.11,1.54,droite,,,1,88,79,0,0.763,matched,1
83,2.767,1782384265,T007,2,127.65,547.89,0.77,0.17,droite,,,1,88,49,0,0.767,matched,1
84,2.800,1782384265,T003,1,204.45,104.5,-6.04,-6.95,gauche,,,1,91,84,0,0.757,matched,1
84,2.800,1782384265,T005,7,142.43,79.26,0.17,0.2,gauche,,,1,91,84,0,0.767,matched,1
84,2.800,1782384265,T006,5,22.97,430.12,0.19,1.3,droite,,,1,89,80,0,0.766,matched,1
84,2.800,1782384265,T007,2,128.67,547.99,0.74,0.03,droite,,,1,89,50,0,0.768,matched,1
85,2.833,1782384265,T003,1,199.0,98.37,-4.14,-4.65,gauche,,,1,92,85,0,0.74,matched,1
85,2.833,1782384265,T005,7,142.43,79.26,0.2,0.16,gauche,,,1,92,85,0,0.769,matched,1
85,2.833,1782384265,T006,5,23.16,431.44,0.26,0.91,droite,,,1,90,81,0,0.766,matched,1
85,2.833,1782384265,T007,2,129.54,548.03,0.55,-0.03,droite,,,1,90,51,0,0.768,matched,1
86,2.867,1782384265,T003,1,194.88,93.79,-2.47,-2.71,gauche,,,1,93,86,0,0.741,matched,1
86,2.867,1782384265,T005,7,142.43,79.26,0.16,0.11,gauche,,,1,93,86,0,0.769,matched,1
86,2.867,1782384265,T006,5,23.5,432.46,0.4,0.56,droite,,,1,91,82,0,0.765,matched,1
86,2.867,1782384265,T007,2,130.35,548.17,0.53,0.12,droite,,,1,91,52,0,0.768,matched,1
87,2.900,1782384265,T002,13,159.8,201.58,-0.23,-1.19,gauche,,,1,94,87,0,0.648,matched,1
87,2.900,1782384265,T003,1,191.93,90.54,-1.27,-1.35,gauche,,,1,94,87,0,0.749,matched,1
87,2.900,1782384265,T005,7,142.43,79.26,0.11,0.07,gauche,,,1,94,87,0,0.769,matched,1
87,2.900,1782384265,T006,5,24.0,433.19,0.53,0.29,droite,,,1,92,83,0,0.766,matched,1
87,2.900,1782384265,T007,2,130.35,548.17,0.4,0.15,droite,,,1,92,53,0,0.769,matched,1
88,2.933,1782384265,T002,13,159.45,200.64,-0.34,-0.93,gauche,,,1,95,88,0,0.767,matched,1
88,2.933,1782384265,T003,1,189.89,88.31,-0.51,-0.51,gauche,,,1,95,88,0,0.756,matched,1
88,2.933,1782384265,T005,7,142.43,79.26,0.07,0.03,gauche,,,1,95,88,0,0.769,matched,1
88,2.933,1782384265,T006,5,24.63,433.85,0.63,0.3,droite,,,1,93,84,0,0.768,matched,1
88,2.933,1782384265,T007,2,131.18,548.37,0.43,0.13,droite,,,1,93,54,0,0.769,matched,1
89,2.967,1782384265,T002,13,159.1,199.74,-0.31,-0.79,gauche,,,1,96,89,0,0.769,matched,1
